講演 ID	開始位置	連番	音声のタイプ	コア	前文脈	キ	後文脈	語彙素読み	語彙素	語彙素細分類	語形	品詞	活用型	活用形	書字形	発音形出現形	発音	語種	講演者 ID	性別	収録時の年齢	生年代	反転前文脈
A05M0058	196050	115500	独話・学会	非コア・人手修正	ぐらいです#実はこの場合にはあの照明の実験も兼ねてますんで非常にあのテクスチャって言うかあの色彩なんかもお現実に近く作っております#さあ#そこで模型実験なんですが#えっとただ小さい模型作って音出せばいいっていう訳には行きませんで#えやはりこれ模型実験あの風洞実験とかああいうのぼと同じようにん相似則というのがございます#その物理現象ごとに守るべきルルがあります#で音響の場合にはま原理的には比較的簡単でありまして#これ実物がこの寸法であったとしますと#それをエＮ分の一に縮尺したとそうしますと#音の波長もＮ分の一に縮尺しなきゃいかん訳ですね#っていうことはあん模型での周波数は実物での周波数のＮ倍とま十分の一ですと#十倍になります#ですからま聞こえる音から超音波領域にかけての音になります#時間はそれに伴ってえんえＮ分の一十分の一になります#それから後こういうあの壁床天井の音響的な条件ま数学的に言えば境界条件を模型と実物で合わせる必要があります#でその場合もこの周波数の関係でえ同じ吸音率を示すような材料を探してくる訳です#でこの辺が実は私ん	大学	院の頃ここの模型っての大好きでこの辺でえ一生懸命やってえドクタ論文の一部にい一部って言うか大部分にいしてる訳ですけれども#こうやればシミュレションできるという#そいからうあ細かく言えば空気のままで実験やったのではまずい#実は空気っていうの音を吸いますんで空気中音が伝搬する過程でおっおんく音のエネルギが減少します#その分もおシミュレションしなきゃいけないんで細かい話は省略しますけれども#十分の一の縮尺の場合いにはえ乾燥空気ず要するにすいし空気中の水水蒸気あるいは酸素どっちかを取っちまえばいいと近似的にそうするとせあの相似則が成立する#で我々はあの窒素ガスを使う方法を使ってます#まそういう細かいテクニックは色々あるんですが#えそれでとにかくま模型実験をやうやる訳ですけども#こういう縮尺模型じっけ模型を作って#でやはり模型実験ですから残響時間とか先程ちらっとお見せしたような色んな物理量を測定することが目的ん第一の目的なんですが#やはり音聞いてみたいですよね#だけど聞いてみたいんだけど#模型の中に首突っ込んでき音聞いたってしょうがない訳でえ先程のげ原理がありますからえま一番あの簡単なのはこれ昔のテクニックで実際	ダイガク	大学		ダイガク	名詞-普通名詞-一般			大学	ダイガク	ダイガク	漢	1	男	55-59歳	1940-44年	ん私は実が辺のこですで訳るくてし探を料材なうよす示を率
A06F0057	70	30	独話・学会	非コア・人手修正	お茶の水女子	大学	の××です#よろしくお願いいたします#発表題目はあちょっとあのＯＨＰがあまり見えないようなんですけど#お願いいたします#あそれお願いします#××××××××××××××××××××××××××××××××××です#本発表は文部省の科学研究費補助金基盤研究である内省モデルに基づく日本語教育実習理論の構築の一部です#では発表を始めさせていただきます#私達はある活動を行なう時必ず自分と相手のカテゴリを認識しながらその都度適切に振る舞っています#例えば今私は発表者としてここに立って話しています#皆さんは聞き手としてそこに座っていらっしゃいます#ここでのここでは私は発表者として一方的に話し皆さんが静かに聞くということが暗黙のルルとなっています#しかしながら皆さんが立って騒いだりとかして私の話を聞いてくれなかったとしたらどうでしょうか#私は発表者として適切に振る舞うことができなくなります#つまりカテゴリというのは予め決められたものではなく相互行為の中で共同で作られるものである訳です#さて私達が日本語教師になる時にまず一度は経験するのが教育実習です#学部の実習や日本語学校では皆一様に経験がなく先生も教案の作り方	ダイガク	大学		ダイガク	名詞-普通名詞-一般			大学	ダイガク	ダイガク	漢	497	女	35-39歳	1960-64年	子女水の茶お
A06F0057	5200	3130	独話・学会	非コア・人手修正	題目はあちょっとあのＯＨＰがあまり見えないようなんですけど#お願いいたします#あそれお願いします#××××××××××××××××××××××××××××××××××です#本発表は文部省の科学研究費補助金基盤研究である内省モデルに基づく日本語教育実習理論の構築の一部です#では発表を始めさせていただきます#私達はある活動を行なう時必ず自分と相手のカテゴリを認識しながらその都度適切に振る舞っています#例えば今私は発表者としてここに立って話しています#皆さんは聞き手としてそこに座っていらっしゃいます#ここでのここでは私は発表者として一方的に話し皆さんが静かに聞くということが暗黙のルルとなっています#しかしながら皆さんが立って騒いだりとかして私の話を聞いてくれなかったとしたらどうでしょうか#私は発表者として適切に振る舞うことができなくなります#つまりカテゴリというのは予め決められたものではなく相互行為の中で共同で作られるものである訳です#さて私達が日本語教師になる時にまず一度は経験するのが教育実習です#学部の実習や日本語学校では皆一様に経験がなく先生も教案の作り方から丁寧に教えてくれます#しかしながら	大学	院の日本語コスには日本語教師経験者未経験者留学生という経歴も国籍も異なる背景を持つ学生がいます#指導教官も学生の指導自主性に任せ生徒の募集から教材の作成まで全部自分達で行なわなければなりません#当然そこには経験の差というものが出ます#そしてそれが要因となってさまざまな心理的摩擦が生じている訳です#本日の発表ではこの心理的摩擦の要因となっている日本語教育の経験者未経験者というカテゴリに注目したいと思います#勿論経験者未経験者の間には明快な境界線がある訳ではありません#日本語教育を経験した人の中にも個人レッスンで一年教えただけの人もいれば教育機関で十年以上教えた人もいます#しかしながら私達は何らかの基準で自分をそして他者をこの二つのカテゴリに分けています#そしてその基準は人によって異なっている訳です#本発表ではカテゴリを場にいる参与者の相互行為の中で組織化されるものと位置付け経験者未経験者というカテゴリがどのように区別され利用されているかということを見ていきたいと思います#また大学院の教育実習においてカテゴリが混在することは自由で活発な議論を	ダイガク	大学		ダイガク	名詞-普通名詞-一般			大学	ダイガク	ダイガク	漢	497	女	35-39歳	1960-64年	らがなしかしすまれくてえ教に寧丁らか方り作の案教も生先くなが験経に様一
A06F0057	9600	5940	独話・学会	非コア・人手修正	に経験がなく先生も教案の作り方から丁寧に教えてくれます#しかしながら大学院の日本語コスには日本語教師経験者未経験者留学生という経歴も国籍も異なる背景を持つ学生がいます#指導教官も学生の指導自主性に任せ生徒の募集から教材の作成まで全部自分達で行なわなければなりません#当然そこには経験の差というものが出ます#そしてそれが要因となってさまざまな心理的摩擦が生じている訳です#本日の発表ではこの心理的摩擦の要因となっている日本語教育の経験者未経験者というカテゴリに注目したいと思います#勿論経験者未経験者の間には明快な境界線がある訳ではありません#日本語教育を経験した人の中にも個人レッスンで一年教えただけの人もいれば教育機関で十年以上教えた人もいます#しかしながら私達は何らかの基準で自分をそして他者をこの二つのカテゴリに分けています#そしてその基準は人によって異なっている訳です#本発表ではカテゴリを場にいる参与者の相互行為の中で組織化されるものと位置付け経験者未経験者というカテゴリがどのように区別され利用されているかということを見ていきたいと思います#また	大学	院の教育実習においてカテゴリが混在することは自由で活発な議論を阻害する要因なのかもしそうであるならばどのように改善できるのかということも合わせて見ていきたいと思います#調査の対象について御説明いたします#対象はＡ大学大学院日本語教育コスの千九百九十九年度教育実習生十四名です#内訳は大人を教えるグルプ七名子供を教えるグルプ七名です#研究デタは大人を教えるグルプの実習準備の話し合い計八回の録音です#そして実習生全員への一時間程のインタビュこれは実習後数日以内に取材いたしました#本発表では以下のことを明らかにしたいと思います#インタビュにおける語りの中で実習生は自分や他者の経験者未経験者というカテゴリをどのように区別し利用しているか#実習準備の話し合いにおける相互行為の中で経験者未経験者というカテゴリがどのように観察されるか#このようにカテゴリという概念を用いて実習現場のミクロな分析を行なうことにより大学院における教育実習のあり方について考えたいと思います#ではまず目的一のインタビュに見られるカテゴリについてお話しいたします#インタビュの内容については本稿の最後に載せてあります#ＯＨＰを御覧ください#五日目が全く教壇に	ダイガク	大学		ダイガク	名詞-普通名詞-一般			大学	ダイガク	ダイガク	漢	497	女	35-39歳	1960-64年	たますまい思といたきいて見をとこういとかるいてれさ用利れさ
A06F0057	10670	6590	独話・学会	非コア・人手修正	教材の作成まで全部自分達で行なわなければなりません#当然そこには経験の差というものが出ます#そしてそれが要因となってさまざまな心理的摩擦が生じている訳です#本日の発表ではこの心理的摩擦の要因となっている日本語教育の経験者未経験者というカテゴリに注目したいと思います#勿論経験者未経験者の間には明快な境界線がある訳ではありません#日本語教育を経験した人の中にも個人レッスンで一年教えただけの人もいれば教育機関で十年以上教えた人もいます#しかしながら私達は何らかの基準で自分をそして他者をこの二つのカテゴリに分けています#そしてその基準は人によって異なっている訳です#本発表ではカテゴリを場にいる参与者の相互行為の中で組織化されるものと位置付け経験者未経験者というカテゴリがどのように区別され利用されているかということを見ていきたいと思います#また大学院の教育実習においてカテゴリが混在することは自由で活発な議論を阻害する要因なのかもしそうであるならばどのように改善できるのかということも合わせて見ていきたいと思います#調査の対象について御説明いたします#対象はＡ	大学	大学院日本語教育コスの千九百九十九年度教育実習生十四名です#内訳は大人を教えるグルプ七名子供を教えるグルプ七名です#研究デタは大人を教えるグルプの実習準備の話し合い計八回の録音です#そして実習生全員への一時間程のインタビュこれは実習後数日以内に取材いたしました#本発表では以下のことを明らかにしたいと思います#インタビュにおける語りの中で実習生は自分や他者の経験者未経験者というカテゴリをどのように区別し利用しているか#実習準備の話し合いにおける相互行為の中で経験者未経験者というカテゴリがどのように観察されるか#このようにカテゴリという概念を用いて実習現場のミクロな分析を行なうことにより大学院における教育実習のあり方について考えたいと思います#ではまず目的一のインタビュに見られるカテゴリについてお話しいたします#インタビュの内容については本稿の最後に載せてあります#ＯＨＰを御覧ください#五日目が全く教壇に立ったことのない二人というペアになっちゃって前の日にどうしたらいいかなって感じだったんですね#そのペアの組み方は私達がいけなかったんですけど#教育実習は大学院の授業の一環であり実習生は同級生として誰	ダイガク	大学		ダイガク	名詞-普通名詞-一般			大学	ダイガク	ダイガク	漢	497	女	35-39歳	1960-64年	Ａは象対すましたい明説御ていつに象対の査調すまい思といたきいて見
A06F0057	10690	6600	独話・学会	非コア・人手修正	の作成まで全部自分達で行なわなければなりません#当然そこには経験の差というものが出ます#そしてそれが要因となってさまざまな心理的摩擦が生じている訳です#本日の発表ではこの心理的摩擦の要因となっている日本語教育の経験者未経験者というカテゴリに注目したいと思います#勿論経験者未経験者の間には明快な境界線がある訳ではありません#日本語教育を経験した人の中にも個人レッスンで一年教えただけの人もいれば教育機関で十年以上教えた人もいます#しかしながら私達は何らかの基準で自分をそして他者をこの二つのカテゴリに分けています#そしてその基準は人によって異なっている訳です#本発表ではカテゴリを場にいる参与者の相互行為の中で組織化されるものと位置付け経験者未経験者というカテゴリがどのように区別され利用されているかということを見ていきたいと思います#また大学院の教育実習においてカテゴリが混在することは自由で活発な議論を阻害する要因なのかもしそうであるならばどのように改善できるのかということも合わせて見ていきたいと思います#調査の対象について御説明いたします#対象はＡ大学	大学	院日本語教育コスの千九百九十九年度教育実習生十四名です#内訳は大人を教えるグルプ七名子供を教えるグルプ七名です#研究デタは大人を教えるグルプの実習準備の話し合い計八回の録音です#そして実習生全員への一時間程のインタビュこれは実習後数日以内に取材いたしました#本発表では以下のことを明らかにしたいと思います#インタビュにおける語りの中で実習生は自分や他者の経験者未経験者というカテゴリをどのように区別し利用しているか#実習準備の話し合いにおける相互行為の中で経験者未経験者というカテゴリがどのように観察されるか#このようにカテゴリという概念を用いて実習現場のミクロな分析を行なうことにより大学院における教育実習のあり方について考えたいと思います#ではまず目的一のインタビュに見られるカテゴリについてお話しいたします#インタビュの内容については本稿の最後に載せてあります#ＯＨＰを御覧ください#五日目が全く教壇に立ったことのない二人というペアになっちゃって前の日にどうしたらいいかなって感じだったんですね#そのペアの組み方は私達がいけなかったんですけど#教育実習は大学院の授業の一環であり実習生は同級生として誰が	ダイガク	大学		ダイガク	名詞-普通名詞-一般			大学	ダイガク	ダイガク	漢	497	女	35-39歳	1960-64年	学大Ａは象対すましたい明説御ていつに象対の査調すまい思といたきいて
A06F0057	13680	8330	独話・学会	非コア・人手修正	いる訳です#本発表ではカテゴリを場にいる参与者の相互行為の中で組織化されるものと位置付け経験者未経験者というカテゴリがどのように区別され利用されているかということを見ていきたいと思います#また大学院の教育実習においてカテゴリが混在することは自由で活発な議論を阻害する要因なのかもしそうであるならばどのように改善できるのかということも合わせて見ていきたいと思います#調査の対象について御説明いたします#対象はＡ大学大学院日本語教育コスの千九百九十九年度教育実習生十四名です#内訳は大人を教えるグルプ七名子供を教えるグルプ七名です#研究デタは大人を教えるグルプの実習準備の話し合い計八回の録音です#そして実習生全員への一時間程のインタビュこれは実習後数日以内に取材いたしました#本発表では以下のことを明らかにしたいと思います#インタビュにおける語りの中で実習生は自分や他者の経験者未経験者というカテゴリをどのように区別し利用しているか#実習準備の話し合いにおける相互行為の中で経験者未経験者というカテゴリがどのように観察されるか#このようにカテゴリという概念を用いて実習現場のミクロな分析を行なうことにより	大学	院における教育実習のあり方について考えたいと思います#ではまず目的一のインタビュに見られるカテゴリについてお話しいたします#インタビュの内容については本稿の最後に載せてあります#ＯＨＰを御覧ください#五日目が全く教壇に立ったことのない二人というペアになっちゃって前の日にどうしたらいいかなって感じだったんですね#そのペアの組み方は私達がいけなかったんですけど#教育実習は大学院の授業の一環であり実習生は同級生として誰がリダという訳ではなく対等の立場で実習を行なっています#しかしながらまずこの二つのコメントにより実習は経験者未経験者のペアで行なうことが前提とされていることが分かります#一つ目の事例では経験者の方はと言うことにより自分を未経験者のカテゴリに入れ経験者と区別してることが分かります#二つ目の事例では私達がいけなかったんですけれどと言うことによりペアの組み方への配慮は私達経験者の責任であるとし経験者と未経験者の間に境界線を引いてることが分かります#このようにカテゴリとは何らかの基準でそれぞれの人の意識の中で区別されているものだと考えられ	ダイガク	大学		ダイガク	名詞-普通名詞-一般			大学	ダイガク	ダイガク	漢	497	女	35-39歳	1960-64年	りよにとこうな行を析分なロクミの場現習実てい用を念概ういとリゴテカにうよ
A06F0057	15520	9430	独話・学会	非コア・人手修正	と思います#調査の対象について御説明いたします#対象はＡ大学大学院日本語教育コスの千九百九十九年度教育実習生十四名です#内訳は大人を教えるグルプ七名子供を教えるグルプ七名です#研究デタは大人を教えるグルプの実習準備の話し合い計八回の録音です#そして実習生全員への一時間程のインタビュこれは実習後数日以内に取材いたしました#本発表では以下のことを明らかにしたいと思います#インタビュにおける語りの中で実習生は自分や他者の経験者未経験者というカテゴリをどのように区別し利用しているか#実習準備の話し合いにおける相互行為の中で経験者未経験者というカテゴリがどのように観察されるか#このようにカテゴリという概念を用いて実習現場のミクロな分析を行なうことにより大学院における教育実習のあり方について考えたいと思います#ではまず目的一のインタビュに見られるカテゴリについてお話しいたします#インタビュの内容については本稿の最後に載せてあります#ＯＨＰを御覧ください#五日目が全く教壇に立ったことのない二人というペアになっちゃって前の日にどうしたらいいかなって感じだったんですね#そのペアの組み方は私達がいけなかったんですけど#教育実習は	大学	院の授業の一環であり実習生は同級生として誰がリダという訳ではなく対等の立場で実習を行なっています#しかしながらまずこの二つのコメントにより実習は経験者未経験者のペアで行なうことが前提とされていることが分かります#一つ目の事例では経験者の方はと言うことにより自分を未経験者のカテゴリに入れ経験者と区別してることが分かります#二つ目の事例では私達がいけなかったんですけれどと言うことによりペアの組み方への配慮は私達経験者の責任であるとし経験者と未経験者の間に境界線を引いてることが分かります#このようにカテゴリとは何らかの基準でそれぞれの人の意識の中で区別されているものだと考えられます#次の事例を御覧ください#ベテランとは経験者の中でも上位に位置するカテゴリだと考えられます#このように経験者未経験者間の距離や境界線の位置は実習準備から本番までの過程の中で常に変化します#実習準備の初期の段階より模擬実習などの最終段階になるにつれて二つのカテゴリはより強化され表面化していることが分かります#次の事例を御覧ください#私のこの経験のなさがそんな考え	ダイガク	大学		ダイガク	名詞-普通名詞-一般			大学	ダイガク	ダイガク	漢	497	女	35-39歳	1960-64年	は習実育教どけすでんたっかなけいが達私は方み組のアペのそねすで
A06F0057	37470	23140	独話・学会	非コア・人手修正	ずＪ二はこのポズを皆からの承認と解釈してることが分かります#次の事例を御覧ください#この事例はＪ四が自分の授業のアクティビティについて説明している場面です#この事例五では二秒という事例三より短いポズなのにもかかわらずＪ四は発話五でばかばかしいですかと尋ねています#このことからこのことからＪ二は沈黙を周囲からの承認と解釈しＪ四は沈黙を否定的な評価と解釈してることが分かります#これらのはっ教案発表のし方にＪ二とＪ四の経験者未経験者というカテゴリが示されてると言えます#特に長い沈黙の後に平然と次の話に移り自己完結している例が経験者に多く見られました#また実習生のインタビュでは教育経験の長い人から自分の考えた教案について意見を言ってもらえなかったという声が聞かれました#ですがこれらの事例から考えると実は自身の発言のスタイルが意見を述べづらい構造を作ってるのではないかということもう推測されます#ここまで教育実習の準備における過程で日本語教育の経験者未経験者というカテゴリがどのように区別され利用されているかということをインタビュや話し合いの事例を通して見てきました#	大学	院の教育実習においてカテゴリが混在することは自由で活発な議論を阻害する要因となるのか今まで見てきた分析からはこの問いへの答えはイエスであると言えます#ではなぜ経験の違いが互いの率直なコミュニケションを阻害しているのでしょうか#経験者未経験者というカテゴリは教育実習において邪魔であり除外すべきものなのでしょうか#私達は経験の差による不平等性同級生であるという平等性の関係の二重構造が経験者と未経験者が互いに積極的に学び合うことを邪魔しているのではないかと考えます#まず平等でなければならないという意識を捨て経験者未経験者間のヒエラルキは学びの構造の中で必要であることを認める#その上でグルプ内の風通しを良くし互いに意見を言い易くすることが教師間の学び合いを育んでくと思われます#教師の成長という長いスパンで考えた場合どち経験者未経験者もどちらも途中段階に過ぎません#自分がすその成長過程のどの位置にいるのかという視点を持ち大学院の教育実習を自分のその教師の成長過程に位置付けていくことが必要とされているのではないでしょうか#最後に本発表は実習生の心理的摩擦のみに焦点を当て	ダイガク	大学		ダイガク	名詞-普通名詞-一般			大学	ダイガク	ダイガク	漢	497	女	35-39歳	1960-64年	たしまきて見てし通を例事のい合し話やュビタンイをとこういとかるいて
A06F0057	41580	25670	独話・学会	非コア・人手修正	における過程で日本語教育の経験者未経験者というカテゴリがどのように区別され利用されているかということをインタビュや話し合いの事例を通して見てきました#大学院の教育実習においてカテゴリが混在することは自由で活発な議論を阻害する要因となるのか今まで見てきた分析からはこの問いへの答えはイエスであると言えます#ではなぜ経験の違いが互いの率直なコミュニケションを阻害しているのでしょうか#経験者未経験者というカテゴリは教育実習において邪魔であり除外すべきものなのでしょうか#私達は経験の差による不平等性同級生であるという平等性の関係の二重構造が経験者と未経験者が互いに積極的に学び合うことを邪魔しているのではないかと考えます#まず平等でなければならないという意識を捨て経験者未経験者間のヒエラルキは学びの構造の中で必要であることを認める#その上でグルプ内の風通しを良くし互いに意見を言い易くすることが教師間の学び合いを育んでくと思われます#教師の成長という長いスパンで考えた場合どち経験者未経験者もどちらも途中段階に過ぎません#自分がすその成長過程のどの位置にいるのかという視点を持ち	大学	院の教育実習を自分のその教師の成長過程に位置付けていくことが必要とされているのではないでしょうか#最後に本発表は実習生の心理的摩擦のみに焦点を当てたものであり実習生の相互行為の一つの局面に過ぎません#また一般化をもくてとぅ目的とした研究でもありません#今後は実習プロセスの中での実習生の心の変容そしてチムティチングについても研究を進めていきたいと思います#これで発表を終わります#ありがとうございました	ダイガク	大学		ダイガク	名詞-普通名詞-一般			大学	ダイガク	ダイガク	漢	497	女	35-39歳	1960-64年	ち持を点視ういとかのるいに置位のどの程過長成のそすが分自んせま
A10M0357	170	90	独話・学会	非コア・人手修正	え御紹介いただきました東京工業	大学	の××ですが#やっぱりこれを付けて喋るっていうのは喋りにくいもんですね#えんうんこれについて最初にちょっとお話をしておきますが#今日の話とは関係ありませんけれども#えっと今年からあの科技庁のプロジェクトで話し言葉に関する研究をやるということになりまして#えこの間の音響学会それから今日とえ色んな方々の講演をこうやって録音さしていただいております#でこれをえ全部書き起こしいたしまして#それを形態素解析したものをえ皆さんどなたにも使っていただくようにしようということでえ進めておりますのでえこれから皆様色んな方にお願いすることになると思いますが#えやっぱりこうやってると話しにくいけれども#どうぞよろしくお願いいたします#それで今日お話今日私がお話ししますことはえず今まで何かやってきたとかですねそういうことではなくてえ今ちょえ見て見たり聞いたり#それからま読んだりですねそういったことあるいは今考えていることこれからしようと思ってることをお話ししようと思っております#そういうことであまり根も葉もないいい加減な話がたくさん出てくると思いますが#えその辺はどうぞ御容赦いただきたいと思います#まタイトル今×××先生御紹介いただきましたように#×××××ウェアラブルコンピュティング	ダイガク	大学		ダイガク	名詞-普通名詞-一般			大学	ダイガク	ダイガク	漢	373	男	50-54歳	1945-49年	業工京東たしまきだたい介紹御え
A10M0357	15460	8410	独話・学会	非コア・人手修正	れるモバイル化と携帯化というのはウェアラブル計算への過渡的な形態であるという風に考えることができます#でんえすそうなりますと#色んなコンピュタがいわゆるオトノマス自動じかあ自律的に連携して動作するということになります#でこうなりますと#量的な変化だけではなくてコンピュタの使い方に関する質的な変化が起きてくるという風に考えられます#で音声認識にかんへ関して申し上げますと#これまでの音声認識は色んな用途別の音声認識システムを色んな人が共用するという形であった訳ですが#これからの音声認識は一人一人皆さんが自分の音声認識を携帯して色んなコンピュタと連携して動作させるという環境になってくるという風にえ考えられます#えまずその前提としてのユビキタスえコンピュティングユビコンプという風にえ簡略化しておるとありますが#遍在計算環境とはどんなものかということですが#えコンピュタの歴史をえ過去五十年に渡ってえ調べてみますと#えこういう三つのフェズに分かれてる#これはまえマクワイザのえホムペジから持ってきたものですけれども#えと一番最初にあったのがこれです#青いのですね#えこれはえんえいわゆるメンフレムの時代で一つのコンピュタをたくさんの人が共有するという時代です#え私が	大学	を卒業して研究始めたのはこの辺ですけれども#まさにえそういう時代の始まりと言うかえそのち中心的な時代で大型のコンピュタをみんなが一緒に使うとそういう時代でした#それからえしえＰＣの時代になって皆さんのように一つのコンピュタを一人が使う#ま一人はえま現在では一人のコンピュタがたくさん使うという時代が既に始まってると思いますけども#えこるこれからはユビあのユビキタスコンピュティングの時代では一人のコンピュタあ一人の人があそれこそたくさんのこ一人の人がたくさんのコンピュタを使うという時代になってきます#でえこのユビコンプというえこの言葉につきましてはえすきゅ千九百九十年の初め頃にゼロックスのパロアルトの研究所ＰＡＲＣのマクワイザが提唱したものです#でこれは至るところにコンピュタがあってネットワクによって自律的ダイナミックにプロトコル情報交換行なって人間機械系の高度な協調調和が可能となるという風に言っております#でコンピュタはえ色んなけ電子機器だけではなくて至るところに内蔵されて環境と融合してその多くは人に意識されなくなるという風に考えられております#でユザをの状況を把把握する為のセンサとしてテレビカメラマイクロホンモションディテクタコンタクトセンサなどが使われて情報がシステムに適宜入力される	ダイガク	大学		ダイガク	名詞-普通名詞-一般			大学	ダイガク	ダイガク	漢	373	男	50-54歳	1945-49年	が私えすで代時ういとるす有共が人のんさくたをタュピンコのつ一で代時
A12M0988	13840	8310	独話・学会	非コア・人手修正	話でえそれ以外それ以下の話です#で最初にあの二といたしましてそのどのようなソスを使うかということです#ですま先程七百万と申しましたが#ま七百万と言ってもちょっとよく分かりませんのでえ仮に一秒二形態素ぐらいで出てくんじゃないかとべらべら喋ってる場合にそれぐらいじゃないかという計算そういう前提で計算いたしますと#大体一千時間という風になりますのでえ以下ま仮に一千時間全体で一千時間と考えてそれをどういう風に割り振るかという風に考えてみたいと思います#で一千時間全部色々我々が独自に今例えば今こうやって取っているようにとっということも考えられない訳ではないんですが#え恐らくそれでは非常に大変だし#またあのこの研究が目的としているようなものが必ずしも取れないだろうと#ということで外部のソスの利用特に放送関係のソスを提供してもらうことを考えております#でずその内容といたしましては一つはあのＮＨＫの放送からのうちからＮＨＫの職員が話している部分というのを使わしてもらいたいということでこれは現在交渉を進めている最中でございます#それから後これはまだほうすあのコンタクトもしていないんですが#あの放送	大学	ですね#あれがあの一日中モノログをほぼモノログを流しておりまして#とてもいいソスも中にはありますのでそれを何とかできないかという風に考えております#それからあのえ一方その我々が独自にあるいは外部の業者を使ってともかく独自に収録するものといたしましては色々な学会ですとか講演会でのモノログそれからえもうこの為に音を取る為にわざわざその疑似講演会と称しておりますが#ま国語研のもんもしくはＣＲＬのに人を集めて何か話してもらうとそういったことがあり得るかと思います#でえでその下の表にま大体あのこういった辺りではどうだろうかというようなえ内訳を示しております#一応あのま根拠となる数字がそこに示してありますが#まあの幾らでも変動する可能性はあります#え特にそのＮＨＫと放送大学に関してはその許可が得られるかどうかが現時点ではまだえはっきりいたしておりませんのでもし両方共駄目というようなことになりますと#また別の手を考える#あるいはえ収録作業を必死になって行なう独自の収録で全部やるというなことに最悪の場合なりかねません#でえペジをめくっていただきまして#えこういったま仮にその表に挙げましたよう	ダイガク	大学		ダイガク	名詞-普通名詞-一般			大学	ダイガク	ダイガク	漢	8	男	40-44歳	1955-59年	送放のあがすでんいないてしもトクタンコのあすうほだまはれこ後らかれそすま
A12M0988	17250	10340	独話・学会	非コア・人手修正	と#ということで外部のソスの利用特に放送関係のソスを提供してもらうことを考えております#でずその内容といたしましては一つはあのＮＨＫの放送からのうちからＮＨＫの職員が話している部分というのを使わしてもらいたいということでこれは現在交渉を進めている最中でございます#それから後これはまだほうすあのコンタクトもしていないんですが#あの放送大学ですね#あれがあの一日中モノログをほぼモノログを流しておりまして#とてもいいソスも中にはありますのでそれを何とかできないかという風に考えております#それからあのえ一方その我々が独自にあるいは外部の業者を使ってともかく独自に収録するものといたしましては色々な学会ですとか講演会でのモノログそれからえもうこの為に音を取る為にわざわざその疑似講演会と称しておりますが#ま国語研のもんもしくはＣＲＬのに人を集めて何か話してもらうとそういったことがあり得るかと思います#でえでその下の表にま大体あのこういった辺りではどうだろうかというようなえ内訳を示しております#一応あのま根拠となる数字がそこに示してありますが#まあの幾らでも変動する可能性はあります#え特にそのＮＨＫと放送	大学	に関してはその許可が得られるかどうかが現時点ではまだえはっきりいたしておりませんのでもし両方共駄目というようなことになりますと#また別の手を考える#あるいはえ収録作業を必死になって行なう独自の収録で全部やるというなことに最悪の場合なりかねません#でえペジをめくっていただきまして#えこういったま仮にその表に挙げましたような取り方でえ取っていく際にどういう問題があるかということをえ検討すべき問題というところに三点指摘しております#でまず最初はあの先程の表を御覧になっていただきますと#要は全体のあの七割近くが放送関係のソスで取っている訳です#ででそうしますと#そこの最初に書いておきましたように#その放送ソスの発声者ってのは大体年齢的には中年以上が多くてえ特にあのＮＨＫの解説委員とかいうような人はあのある程度年の行った人が多いですし#それからあ男女で言えば男の声が多い#であの恐らくあの音声認識などに用いる為にはこういう偏りはあまり好ましくないじゃないかと私思うんですが#もしこれを是正する必要があるとしたらその先程申しました疑似講演会あの字がちょっとおかしいですね#疑似研疑似研究	ダイガク	大学		ダイガク	名詞-普通名詞-一般			大学	ダイガク	ダイガク	漢	8	男	40-44歳	1955-59年	送放とＫＨＮのそに特えすまりあは性能可るす動変もでら幾のあまがすま
